path_id,od_id,arc_id,value
400,138,426,1.0
400,138,453,1.0
401,138,191,1.0
401,138,184,1.0
401,138,426,1.0
401,138,453,1.0
402,138,435,1.0
402,138,426,1.0
402,138,413,1.0
402,138,410,1.0
403,139,449,1.0
403,139,11,1.0
403,139,16,1.0
403,139,114,1.0
404,139,449,1.0
404,139,11,1.0
404,139,12,1.0
404,139,264,1.0
405,139,449,1.0
405,139,11,1.0
405,139,16,1.0
405,139,108,1.0
405,139,264,1.0
407,141,158,1.0
408,141,89,1.0
408,141,82,1.0
409,141,154,1.0
409,141,381,1.0
410,142,158,1.0
411,142,89,1.0
411,142,82,1.0
412,142,154,1.0
412,142,381,1.0
413,143,158,1.0
414,143,89,1.0
414,143,82,1.0
415,143,154,1.0
415,143,381,1.0
416,144,152,1.0
416,144,409,1.0
417,144,154,1.0
417,144,382,1.0
417,144,409,1.0
418,144,152,1.0
418,144,445,1.0
418,144,407,1.0
419,145,152,1.0
419,145,409,1.0
420,145,154,1.0
420,145,382,1.0
420,145,409,1.0
421,145,152,1.0
421,145,445,1.0
421,145,407,1.0
422,146,156,1.0
422,146,1,1.0
423,146,152,1.0
423,146,403,1.0
423,146,1,1.0
424,146,160,1.0
424,146,7,1.0
425,147,89,1.0
425,147,61,1.0
426,147,89,1.0
426,147,86,1.0
426,147,57,1.0
427,147,158,1.0
427,147,59,1.0
428,148,152,1.0
428,148,409,1.0
428,148,389,1.0
428,148,213,1.0
429,148,89,1.0
429,148,86,1.0
429,148,238,1.0
429,148,215,1.0
430,148,89,1.0
430,148,86,1.0
430,148,238,1.0
430,148,311,1.0
430,148,207,1.0
431,149,156,1.0
431,149,404,1.0
432,149,152,1.0
432,149,403,1.0
432,149,404,1.0
433,149,154,1.0
433,149,382,1.0
433,149,403,1.0
433,149,404,1.0
434,150,156,1.0
434,150,251,1.0
435,150,156,1.0
435,150,1,1.0
435,150,2,1.0
436,150,152,1.0
436,150,403,1.0
436,150,251,1.0
437,151,156,1.0
437,151,251,1.0
438,151,156,1.0
438,151,1,1.0
438,151,2,1.0
439,151,152,1.0
439,151,403,1.0
439,151,251,1.0
440,152,152,1.0
440,152,409,1.0
440,152,389,1.0
440,152,213,1.0
440,152,206,1.0
441,152,89,1.0
441,152,86,1.0
441,152,238,1.0
441,152,311,1.0
442,152,158,1.0
442,152,241,1.0
442,152,238,1.0
442,152,311,1.0
443,153,152,1.0
443,153,409,1.0
443,153,389,1.0
443,153,373,1.0
444,153,152,1.0
444,153,41,1.0
444,153,36,1.0
444,153,373,1.0
445,153,152,1.0
445,153,409,1.0
445,153,35,1.0
445,153,36,1.0
445,153,373,1.0
446,154,156,1.0
446,154,404,1.0
446,154,363,1.0
447,154,152,1.0
447,154,305,1.0
447,154,302,1.0
447,154,359,1.0
448,154,152,1.0
448,154,305,1.0
448,154,149,1.0
448,154,146,1.0
449,155,156,1.0
449,155,404,1.0
449,155,363,1.0
450,155,152,1.0
450,155,305,1.0
450,155,302,1.0
450,155,359,1.0
451,155,152,1.0
451,155,305,1.0
451,155,149,1.0
451,155,146,1.0
452,156,152,1.0
452,156,305,1.0
452,156,149,1.0
453,156,152,1.0
453,156,445,1.0
453,156,151,1.0
454,156,152,1.0
454,156,445,1.0
454,156,299,1.0
454,156,149,1.0
455,157,152,1.0
455,157,305,1.0
455,157,149,1.0
456,157,152,1.0
456,157,445,1.0
456,157,151,1.0
457,157,152,1.0
457,157,445,1.0
457,157,299,1.0
457,157,149,1.0
458,158,152,1.0
458,158,305,1.0
458,158,302,1.0
459,158,152,1.0
459,158,305,1.0
459,158,149,1.0
459,158,140,1.0
460,158,152,1.0
460,158,445,1.0
460,158,151,1.0
460,158,140,1.0
461,159,152,1.0
461,159,409,1.0
461,159,389,1.0
461,159,53,1.0
461,159,50,1.0
462,159,152,1.0
462,159,409,1.0
462,159,389,1.0
462,159,373,1.0
462,159,195,1.0
463,159,152,1.0
463,159,41,1.0
463,159,36,1.0
